score,vote,title,author,genre,star,n_rating,n_review,pages,year
2479,29,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,"['Nonfiction', 'Autobiography', 'Memoir', 'Food and Drink', 'Food', 'Food and Drink', 'Cooking', 'Biography', 'Womens Fiction', 'Chick Lit', 'Biography Memoir', 'Humor', 'Food and Drink', 'Cookbooks', 'Food and Drink', 'Foodie']",3.7,155054,7952,310,2005
2477,35,Fantastic Beasts and Where to Find Them,Newt Scamander,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Fantasy', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook', 'Short Stories', 'Science Fiction Fantasy', 'Fantasy', 'Dragons']",3.97,348745,10754,128,2001
2452,29,The Sisters Brothers,Patrick deWitt,"['Fiction', 'Westerns', 'Historical', 'Historical Fiction', 'Historical', 'Cultural', 'Canada', 'Humor', 'Adventure', 'Mystery', 'Crime', 'Novels', 'Audiobook']",3.83,87872,9020,328,2011
2446,30,Legend,Marie Lu,"['Young Adult', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Romance', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult', 'Teen', 'Action', 'Audiobook']",4.16,428203,29390,305,2011
2436,32,Club Dead,Charlaine Harris,"['Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Adult']",4.01,227707,5534,274,2006
2426,29,Change of Heart,Jodi Picoult,"['Fiction', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Adult Fiction', 'Adult', 'Drama', 'Realistic Fiction', 'Novels', 'Audiobook', 'Religion']",3.92,107487,6636,448,2008
2416,30,The Casual Vacancy,J.K. Rowling,"['Fiction', 'Contemporary', 'Mystery', 'Adult', 'Adult Fiction', 'Drama', 'Unfinished', 'European Literature', 'British Literature', 'Novels', 'Audiobook']",3.3,309368,31543,503,2012
2383,29,An Echo in the Bone,Diana Gabaldon,"['Historical', 'Historical Fiction', 'Romance', 'Fiction', 'Fantasy', 'Science Fiction', 'Time Travel', 'Historical', 'Romance', 'Historical Romance', 'Audiobook', 'Adult', 'Cultural', 'Scotland']",4.42,123005,6354,1149,2010
2382,28,Just Kids,Patti Smith,"['Nonfiction', 'Autobiography', 'Memoir', 'Music', 'Biography', 'Art', 'Biography', 'Autobiography', 'Biography Memoir', 'New York', 'Audiobook', 'Poetry']",4.15,189928,11326,304,2010
2365,30,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"['Nonfiction', 'Biography', 'Autobiography', 'Memoir', 'Feminism', 'Biography', 'Autobiography', 'Audiobook', 'Biography Memoir', 'History', 'Politics', 'Education']",4.12,444366,21231,327,2013
2350,25,Rooftops of Tehran,Mahbod Seraji,"['Historical', 'Historical Fiction', 'Fiction', 'Cultural', 'Iran', 'Romance', 'Historical', 'Cultural', 'Novels', 'Cultural', 'Asia', 'Young Adult', 'Coming Of Age', 'Literary Fiction']",3.9,9343,927,348,2009
2347,28,Moon Called,Patricia Briggs,"['Fantasy', 'Urban Fantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Romance', 'Shapeshifters', 'Werewolves', 'Romance', 'Paranormal Romance', 'Fiction', 'Paranormal', 'Shapeshifters', 'Fantasy', 'Supernatural']",4.13,184325,8627,289,2006
2334,27,Suzanne's Diary for Nicholas,James Patterson,"['Romance', 'Fiction', 'Womens Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Mystery', 'Drama', 'Love', 'Romance', 'Contemporary Romance']",4.16,141938,4911,289,2003
2332,28,Station Eleven,Emily St. John Mandel,"['Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Apocalyptic', 'Post Apocalyptic', 'Adult', 'Audiobook', 'Fantasy', 'Adult Fiction', 'Literary Fiction', 'Science Fiction', 'Apocalyptic']",4.05,342118,40355,333,2014
2331,30,The Tiger's Wife,Téa Obreht,"['Fiction', 'Historical', 'Historical Fiction', 'Magical Realism', 'Literary Fiction', 'Book Club', 'War', 'Fantasy', 'Contemporary', 'Novels', 'Adult Fiction']",3.41,94816,10830,338,2011
2298,29,Poison Study,Maria V. Snyder,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Magic', 'Fiction', 'Fantasy', 'Paranormal', 'Fantasy', 'High Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Adventure', 'New Adult']",4.09,151019,11982,427,2007
2293,30,Fifty Shades Freed,E.L. James,"['Romance', 'Adult Fiction', 'Erotica', 'Fiction', 'Erotica', 'BDSM', 'Adult', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Romance', 'Contemporary Romance', 'Romance', 'Erotic Romance', 'Adult Fiction']",3.85,733139,26621,579,2012
2287,26,Fall of Giants,Ken Follett,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'War', 'Audiobook', 'Novels', 'Adult', 'War', 'World War I', 'Epic', 'Cultural', 'Russia']",4.28,280154,14377,985,2010
2281,28,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,"['Fiction', 'Contemporary', 'Audiobook', 'Book Club', 'Adult Fiction', 'European Literature', 'British Literature', 'Literary Fiction', 'Novels', 'Adult', 'Travel']",3.91,153502,17971,320,2012
2273,28,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,"['Nonfiction', 'Politics', 'Biography', 'Autobiography', 'Memoir', 'Biography', 'Autobiography', 'Audiobook', 'History', 'Biography Memoir', 'Politics', 'Presidents', 'Philosophy']",3.78,149174,5423,375,2006
2268,26,Fragile Things: Short Fictions and Wonders,Neil Gaiman,"['Fantasy', 'Short Stories', 'Fiction', 'Horror', 'Science Fiction', 'Poetry', 'Science Fiction Fantasy', 'Anthologies', 'Audiobook', 'Fantasy', 'Urban Fantasy']",3.94,68485,3922,360,2006
2261,28,The Rosie Project,Graeme Simsion,"['Fiction', 'Romance', 'Contemporary', 'Humor', 'Womens Fiction', 'Chick Lit', 'Adult', 'Adult Fiction', 'Audiobook', 'Book Club', 'Cultural', 'Australia']",4.02,465207,40752,295,2013
2254,30,The Kitchen House,Kathleen Grissom,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Audiobook', 'Adult Fiction', 'Adult', 'American', 'Southern', 'Novels', 'Cultural', 'African American']",4.18,241267,18780,369,2010
2252,23,The Present,Kenneth   Thomas,"['Science Fiction', 'Science Fiction', 'Dystopia', 'Fiction', 'Science Fiction', 'Cyberpunk', 'Action', 'European Literature', 'British Literature', 'Young Adult', 'Fantasy', 'Apocalyptic', 'Post Apocalyptic', 'Thriller']",4.27,5098,104,200,2020
2238,24,Explosion in Paris,Linda Masemore Pirrung,"['Romance', 'Womens Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Mystery', 'Fiction']",3.44,2577,98,408,2009
2205,26,Rules of Civility,Amor Towles,"['Fiction', 'Historical', 'Historical Fiction', 'Historical', 'New York', 'Literary Fiction', 'Book Club', 'Audiobook', 'Adult Fiction', 'Adult', 'Novels']",4.04,155441,15583,335,2011
2196,26,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,"['Nonfiction', 'Sports', 'Sports', 'Sports', 'Baseball', 'Business', 'Economics', 'Biography', 'History', 'Audiobook', 'Economics', 'Finance', 'Science']",4.24,106255,5107,317,2004
2172,27,Inferno,Dan Brown,"['Fiction', 'Thriller', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Historical', 'Historical Fiction', 'Adventure', 'Novels', 'Mystery', 'Crime', 'Adult']",3.86,483930,37372,463,2013
2164,30,Evermore,Alyson Noel,"['Young Adult', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Magic']",3.59,270805,9853,301,2009
2161,28,A Man Called Ove,Fredrik Backman,"['Fiction', 'Contemporary', 'Audiobook', 'Humor', 'Adult', 'Book Club', 'Adult Fiction', 'Cultural', 'Sweden', 'Novels', 'Literary Fiction']",4.35,611929,68579,337,2014
2156,25,Matterhorn,Karl Marlantes,"['Fiction', 'Historical', 'Historical Fiction', 'War', 'War', 'Military Fiction', 'Historical', 'Audiobook', 'Cultural', 'Asia', 'Literature', 'Novels', 'Literary Fiction']",4.22,38470,3262,663,2009
2155,23,JPod,Douglas Coupland,"['Fiction', 'Cultural', 'Canada', 'Humor', 'Contemporary', 'Humor', 'Comedy', 'Novels', 'Literature', 'Science', 'Technology', 'Literary Fiction', 'Adult']",3.67,19724,975,448,2007
2130,25,The Wedding,Nicholas Sparks,"['Romance', 'Fiction', 'Womens Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Romance', 'Contemporary Romance', 'Love', 'Romance', 'Love Story', 'Drama']",3.98,142564,6192,276,2005
2124,27,Dead in the Family,Charlaine Harris,"['Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Shapeshifters', 'Werewolves']",3.89,154271,5599,311,2010
2122,28,All Together Dead,Charlaine Harris,"['Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Romance', 'Mystery', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Adult']",4.05,190560,3647,323,2007
2117,24,Magical Thinking: True Stories,Augusten Burroughs,"['Nonfiction', 'Autobiography', 'Memoir', 'Humor', 'Short Stories', 'Writing', 'Essays', 'Biography', 'Biography Memoir', 'LGBT', 'Biography', 'Autobiography', 'GLBT', 'Queer']",3.95,54714,1699,304,2005
2113,25,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"['Nonfiction', 'Autobiography', 'Memoir', 'Travel', 'Biography', 'Adventure', 'Audiobook', 'Biography Memoir', 'Biography', 'Autobiography', 'Environment', 'Nature', 'Book Club']",4.01,642756,41099,315,2012
2112,28,"Mayflower: A Story of Courage, Community, and War",Nathaniel Philbrick,"['History', 'Nonfiction', 'North American Hi...', 'American History', 'Historical', 'Audiobook', 'Literature', 'American', 'War', 'Literature', '17th Century', 'Native Americans', 'The United States Of America']",3.84,39586,2832,461,2006
2112,26,The Snow Child,Eowyn Ivey,"['Fiction', 'Historical', 'Historical Fiction', 'Fantasy', 'Magical Realism', 'Historical', 'Fantasy', 'Fairy Tales', 'Adult', 'Adult Fiction', 'Book Club', 'Literary Fiction']",3.97,123247,15613,386,2012
2099,21,The Book of Occult,Simon W. Clark,"['Horror', 'Fiction', 'Occult', 'Thriller', 'Mystery', 'Fantasy', 'Fantasy', 'Magic', 'Fantasy', 'Supernatural']",3.47,2519,94,336,2013
2094,21,Don't Close Your Eyes,Lynessa Layne,"['Romance', 'Polyamorous', 'Reverse Harem', 'Contemporary', 'Fiction', 'Romance', 'Contemporary Romance']",3.83,129,18,326,2020
2085,21,Complicated Moonlight,Lynessa Layne,[],4.53,72,7,287,2020
2080,25,A Painted House,John Grisham,"['Fiction', 'Mystery', 'Historical', 'Historical Fiction', 'Thriller', 'Suspense', 'Novels', 'Adult Fiction', 'Drama', 'Historical', 'Young Adult', 'Coming Of Age']",3.7,83936,4246,384,2004
2076,24,Against the Day,Thomas Pynchon,"['Fiction', 'Historical', 'Historical Fiction', 'Literature', 'Science Fiction', 'Steampunk', 'Novels', 'Science Fiction', 'Literature', 'American', 'Contemporary', 'Literary Fiction', 'Literature', '21st Century']",3.95,8724,825,1085,2006
2063,25,The Sea,John Banville,"['Fiction', 'Cultural', 'Ireland', 'European Literature', 'Irish Literature', 'Literary Fiction', 'Literature', 'Novels', 'Contemporary', 'Literature', '21st Century', 'European Literature', 'British Literature', 'Book Club']",3.51,26720,2541,195,2006
2059,24,A Gentleman in Moscow,Amor Towles,"['Historical', 'Historical Fiction', 'Fiction', 'Cultural', 'Russia', 'Historical', 'Audiobook', 'Book Club', 'Literary Fiction', 'Novels', 'Adult', 'Adult Fiction']",4.33,325875,38163,462,2019
2056,27,Pretties,Scott Westerfeld,"['Young Adult', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Young Adult', 'Teen', 'Adventure', 'Apocalyptic', 'Post Apocalyptic', 'Science Fiction Fantasy']",3.84,237850,10413,370,2005
2056,25,Dark Places,Gillian Flynn,"['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adult', 'Audiobook', 'Contemporary', 'Horror']",3.93,603340,36354,349,2009
2051,23,The Fortress of Solitude,Jonathan Lethem,"['Fiction', 'Novels', 'Contemporary', 'New York', 'Literature', 'Literary Fiction', 'Literature', 'American', 'Historical', 'Historical Fiction', 'Young Adult', 'Coming Of Age', 'Fantasy']",3.83,22855,1482,528,2005
2038,25,The Hate U Give,Angie Thomas,"['Young Adult', 'Fiction', 'Contemporary', 'Audiobook', 'Realistic Fiction', 'Race', 'Social Movements', 'Social Justice', 'Young Adult', 'Teen', 'Young Adult', 'Young Adult Contemporary', 'Cultural', 'African American']",4.51,553241,61341,444,2017
2036,27,Linger,Maggie Stiefvater,"['Young Adult', 'Fantasy', 'Romance', 'Fantasy', 'Paranormal', 'Shapeshifters', 'Werewolves', 'Fiction', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Young Adult Fantasy']",3.89,158046,9662,362,2010
2027,24,Can You Keep a Secret?,Sophie Kinsella,"['Womens Fiction', 'Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor', 'Romance', 'Contemporary Romance', 'Adult', 'Adult Fiction', 'Audiobook', 'Humor', 'Comedy']",3.84,388390,12533,374,2005
2027,29,From Dead to Worse,Charlaine Harris,"['Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Romance', 'Mystery', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Adult']",4.0,178392,3764,359,2008
2012,28,City of Heavenly Fire,Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Paranormal', 'Angels', 'Fiction', 'Fantasy', 'Magic', 'Fantasy', 'Supernatural']",4.42,307149,24228,725,2014
2008,24,The Dive from Clausen's Pier,Ann Packer,"['Fiction', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Book Club', 'Adult Fiction', 'Romance', 'Relationships', 'Adult', 'Novels', 'Realistic Fiction']",3.42,23921,1901,432,2003
2004,22,The Kindly Ones,Jonathan Littell,"['Fiction', 'Historical', 'Historical Fiction', 'War', 'War', 'World War II', 'Cultural', 'France', 'Historical', 'World War II', 'Holocaust', 'Literature', 'Novels', 'Cultural', 'Germany']",3.94,10881,1135,984,2009
2002,24,Outliers: The Story of Success,Malcolm Gladwell,"['Nonfiction', 'Psychology', 'Business', 'Self Help', 'Sociology', 'Science', 'Audiobook', 'Self Help', 'Personal Development', 'Economics', 'Leadership']",4.17,590383,26667,309,2008
2000,24,Teacher Man,Frank McCourt,"['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Education', 'Biography', 'Autobiography', 'Teaching', 'Biography Memoir', 'European Literature', 'Irish Literature', 'Cultural', 'Ireland', 'Audiobook']",3.71,35579,2402,272,2006
2000,20,Wildalone,Krassi Zourkova,"['Fantasy', 'Romance', 'Fiction', 'Fantasy', 'Mythology', 'Fantasy', 'Paranormal', 'Young Adult', 'New Adult', 'Mystery', 'Adult', 'Audiobook']",3.3,4101,478,384,2015
1996,25,The Light Between Oceans,M.L. Stedman,"['Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'Australia', 'Historical', 'Book Club', 'Adult Fiction', 'Romance', 'Adult', 'Audiobook', 'Drama']",4.03,408825,35196,362,2012
1995,20,Falling Man,Don DeLillo,"['Fiction', 'Contemporary', 'Novels', 'Literature', 'Literature', 'American', 'Literary Fiction', 'Historical', 'Historical Fiction', 'New York', 'The United States Of America', 'Literature', '21st Century']",3.24,14797,1357,246,2007
1994,23,Those Who Save Us,Jenna Blum,"['Historical', 'Historical Fiction', 'Fiction', 'War', 'World War II', 'World War II', 'Holocaust', 'Historical', 'War', 'Cultural', 'Germany', 'Book Club', 'Adult Fiction', 'Adult']",4.11,96008,6789,479,2005
1992,24,Inherent Vice,Thomas Pynchon,"['Fiction', 'Mystery', 'Mystery', 'Crime', 'Novels', 'Literature', 'Mystery', 'Noir', 'Literature', 'American', 'Humor', 'Literary Fiction', 'Mystery', 'Detective']",3.73,29213,2503,369,2009
1988,24,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,"['Nonfiction', 'History', 'Business', 'Economics', 'Politics', 'Science', 'Technology', 'Sociology', 'Science', 'Education', 'Unfinished']",3.68,99567,3614,593,2006
1929,23,Mistress of the Art of Death,Ariana Franklin,"['Historical', 'Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Mystery', 'Historical Mystery', 'Historical', 'Medieval', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'European Literature', 'British Literature', 'Thriller']",3.91,36232,3050,384,2007
1922,24,The Reluctant Fundamentalist,Mohsin Hamid,"['Fiction', 'Cultural', 'Pakistan', 'Contemporary', 'Literary Fiction', 'Novels', 'Literature', 'Cultural', 'Asia', 'Religion', 'Academic', 'School', 'Adult']",3.71,66745,6262,184,2007
1920,24,South of Broad,Pat Conroy,"['Fiction', 'American', 'Southern', 'Historical', 'Historical Fiction', 'Contemporary', 'Audiobook', 'Young Adult', 'Coming Of Age', 'Novels', 'Adult Fiction', 'Book Club', 'Adult']",3.8,42950,5627,514,2009
1919,23,Three Junes,Julia Glass,"['Fiction', 'Book Club', 'Contemporary', 'Adult Fiction', 'Literary Fiction', 'Cultural', 'Scotland', 'Novels', 'Literature', 'Audiobook', 'Family']",3.56,42771,2663,368,2003
1868,25,The Reckoning,Kelley Armstrong,"['Young Adult', 'Fantasy', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Fantasy', 'Supernatural', 'Shapeshifters', 'Werewolves', 'Fantasy', 'Magic', 'Paranormal', 'Ghosts', 'Fiction']",4.17,113231,3630,391,2010
1863,23,I Am the Messenger,Markus Zusak,"['Young Adult', 'Fiction', 'Mystery', 'Contemporary', 'Realistic Fiction', 'Audiobook', 'Young Adult', 'Teen', 'Cultural', 'Australia', 'Adult', 'Young Adult', 'Coming Of Age']",4.03,144013,14356,357,2006
1854,23,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,"['History', 'Nonfiction', 'War', 'World War II', 'Historical', 'Biography', 'War', 'Cultural', 'Germany', 'Audiobook', 'Politics', 'World War II', 'Holocaust']",3.83,170506,14949,448,2011
1839,23,Bridge of Sighs,Richard Russo,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Novels', 'Literature', 'Family', 'Cultural', 'Italy', 'Young Adult', 'Coming Of Age', 'Adult Fiction']",3.77,23047,2657,528,2007
1822,27,Marked,P.C. Cast,"['Young Adult', 'Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Fantasy', 'Supernatural', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Young Adult', 'Teen']",3.8,444223,14462,306,2007
1821,21,Unwind,Neal Shusterman,"['Young Adult', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Horror', 'Young Adult', 'Teen', 'Thriller', 'Adventure', 'Adventure', 'Survival']",4.16,199942,19032,337,2007
1820,22,Wool Omnibus,Hugh Howey,"['Science Fiction', 'Fiction', 'Science Fiction', 'Dystopia', 'Apocalyptic', 'Post Apocalyptic', 'Fantasy', 'Science Fiction Fantasy', 'Science Fiction', 'Apocalyptic', 'Audiobook', 'Young Adult', 'Speculative Fiction']",4.21,165578,13755,509,2012
1816,25,The Scorch Trials,James Dashner,"['Young Adult', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Apocalyptic', 'Post Apocalyptic', 'Young Adult', 'Teen', 'Audiobook', 'Mystery']",3.91,465540,26395,362,2010
1812,21,Dry,Augusten Burroughs,"['Autobiography', 'Memoir', 'Nonfiction', 'Biography', 'Humor', 'Biography Memoir', 'Biography', 'Autobiography', 'LGBT', 'Audiobook', 'Psychology', 'GLBT', 'Queer']",4.0,89345,3563,293,2004
1811,23,Darkfever,Karen Marie Moning,"['Fantasy', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Romance', 'Paranormal Romance', 'Fairies', 'Fae', 'Adult', 'Fiction', 'Fantasy', 'Supernatural', 'Paranormal', 'Vampires']",4.06,164039,10658,309,2006
1805,20,The Tender Bar: A Memoir,J.R. Moehringer,"['Autobiography', 'Memoir', 'Nonfiction', 'Biography', 'Biography', 'Autobiography', 'Biography Memoir', 'Young Adult', 'Coming Of Age', 'Book Club', 'New York', 'Adult', 'Audiobook']",3.92,32322,2783,416,2006
1795,25,Crescendo,Becca Fitzpatrick,"['Young Adult', 'Fantasy', 'Paranormal', 'Angels', 'Fantasy', 'Paranormal', 'Romance', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Young Adult Fantasy']",4.02,284789,11331,432,2010
1793,22,The Line of Beauty,Alan Hollinghurst,"['Fiction', 'LGBT', 'GLBT', 'Queer', 'LGBT', 'Gay', 'Literary Fiction', 'European Literature', 'British Literature', 'Contemporary', 'Historical', 'Historical Fiction', 'Novels', 'Literature']",3.72,24852,1449,438,2004
1792,27,Quidditch Through the Ages,Kennilworthy Whisp,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Fantasy', 'Magic', 'Childrens', 'Middle Grade', 'Short Stories', 'Audiobook', 'Science Fiction Fantasy', 'Young Adult', 'Young Adult Fantasy']",3.83,155880,5566,56,2001
1776,23,Crown of Midnight,Sarah J. Maas,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Magic', 'Fiction', 'Young Adult', 'Young Adult Fantasy', 'New Adult', 'Fantasy', 'High Fantasy', 'Fairies', 'Fae', 'Adventure']",4.4,373544,30214,420,2013
1770,25,Definitely Dead,Charlaine Harris,"['Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Romance', 'Mystery', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Adult']",4.0,195893,4077,324,2007
1748,23,Bloodlines,Richelle Mead,"['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Magic', 'Fantasy', 'Supernatural', 'Romance', 'Paranormal Romance', 'Fiction']",4.19,173787,8419,421,2011
1741,23,Wicked Lovely,Melissa Marr,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Fairies', 'Fairies', 'Fae', 'Fiction', 'Romance', 'Paranormal Romance', 'Fantasy', 'Magic']",3.69,160977,7144,328,2007
1733,23,The Throne of Fire,Rick Riordan,"['Fantasy', 'Fantasy', 'Mythology', 'Young Adult', 'Childrens', 'Middle Grade', 'Fiction', 'Adventure', 'Childrens', 'Fantasy', 'Magic', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Young Adult Fantasy']",4.18,172714,6188,452,2011
1733,21,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,"['Fiction', 'Mystery', 'Fantasy', 'Writing', 'Books About Books', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction', 'Adventure', 'Novels']",3.74,179646,25963,288,2012
1716,24,Torment,Lauren Kate,"['Young Adult', 'Fantasy', 'Paranormal', 'Angels', 'Romance', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Teen']",3.86,215600,7988,452,2010
1712,20,The Lies of Locke Lamora,Scott Lynch,"['Fantasy', 'Fiction', 'Adventure', 'Adult', 'Fantasy', 'High Fantasy', 'Fantasy', 'Epic Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Mystery', 'Mystery', 'Crime']",4.26,236615,15314,499,2006
1706,20,Steve Jobs,Walter Isaacson,"['Biography', 'Nonfiction', 'Business', 'Science', 'Technology', 'History', 'Biography Memoir', 'Audiobook', 'Leadership', 'Biography', 'Autobiography', 'Autobiography', 'Memoir']",4.14,998602,18821,627,2011
1703,18,Tiger's Voyage,Colleen Houck,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy', 'Mythology', 'Fantasy', 'Paranormal', 'Fantasy', 'Magic', 'Adventure', 'Fiction', 'Fantasy', 'Dragons', 'Fantasy', 'Urban Fantasy']",4.26,33630,2266,560,2011
1701,23,Winter's Bone,Daniel Woodrell,"['Fiction', 'Mystery', 'Contemporary', 'Mystery', 'Crime', 'Audiobook', 'Literary Fiction', 'Adult Fiction', 'Novels', 'Thriller', 'Mystery Thriller', 'Gothic', 'Southern Gothic']",3.88,31986,3765,193,2010
1699,17,زندگی مه آلود پریا,سید مرتضی مصطفوی,['Fiction'],3.92,952,135,204,2015
1697,17,Why She Left Us,David Dennis,"['Suspense', 'Literary Fiction', 'Romance', 'Contemporary Romance', 'Fiction', 'Romance', 'Young Adult', 'Coming Of Age']",3.4,2361,40,432,2012
1695,20,"Fables, Vol. 1: Legends in Exile",Bill Willingham,"['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Fantasy', 'Fairy Tales', 'Comics', 'Comic Book', 'Mystery', 'Fantasy', 'Urban Fantasy', 'Folk Tales', 'Fables']",3.97,131219,3459,128,2002
1671,23,Betrayed,P.C. Cast,"['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Fantasy', 'Supernatural', 'Fantasy', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Fantasy', 'Magic']",3.92,247100,5591,310,2007
1664,22,The Invention of Wings,Sue Monk Kidd,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Audiobook', 'Adult Fiction', 'Adult', 'Novels', 'Cultural', 'African American', 'American', 'Southern']",4.24,272441,23489,384,2014
1656,24,Dead as a Doornail,Charlaine Harris,"['Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Romance', 'Mystery', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Adult']",3.99,211128,4079,295,2006
1653,20,The Cellist of Sarajevo,Steven Galloway,"['Fiction', 'Historical', 'Historical Fiction', 'War', 'Cultural', 'Canada', 'Historical', 'Music', 'Book Club', 'Literary Fiction', 'Contemporary', 'Adult']",3.99,34805,3951,235,2008
